"","site_id","uid","comid","date_col","ag_eco9","lat_dd83","lon_dd83","area_ha","tp_ug","nitrate_mg","nitrate_nitrite_mg","nitrite_mg","ammonia_mg","tn_ug","doc_mg","toc_mg","site_depth","chla_ug","secchi_m","lake_nhdid","lagoslakeid","year","lake_connectivity_permanent","lake_maxdepth_m","w.arch1","w.arch2","w.arch3","w.arch4","w.arch5","w.arch6","w.arch7","max.arch","w.max.arch"
"85","NLA17_KS-10007",2010985,2254441,"6/5/2017","TPL",39.16654,-94.78202,124.571,14.0125,0.0016,NA,0,0.011,418,3.69,NA,13.1,4.83,3.3,NA,125419,2017,"Headwater",16.7631819567205,0.458963259509707,0,0.166177146697863,0.200528799618823,0,0.171266341146681,0.00308696500036107,1,0.458963259509707
"86","NLA12_MI-130",1000161,13055614,"8/17/2012","UMW",45.1352057,-85.10758971,16.26658094,34,0.305,0.305,0,0.032,589,3.54,NA,3.5,1.266666667,2.75,"155417363",125820,2012,"DrainageLk",3.5,0.19451018822767,0,0,0,0.511295766898902,0.174289324590503,0.119976867194857,5,0.511295766898902
"87","NLA17_MN-10161",2010568,2350690,"7/24/2017","TPL",45.08147,-94.81726,57.22322,139.51125,0.015,NA,0,0.373,2339,9.27,NA,8.5,58.4,0.375,NA,126042,2017,"Isolated",3.35138964653015,0,0.0374672291253488,0.507018051328021,0.0746178488544882,0.380903018523863,0,0,3,0.507018051328021
"88","NLA12_WI-147",1000193,2260859,"8/30/2012","UMW",46.3452418,-91.75370431,10.23109018,39,NA,0.019,NA,0.107,1160,14,15,2.2,10.3,0.95,"69544335",126148,2012,"Drainage",2,0.0152011039728285,0.204575190822742,0.0877010619671574,0,0.34045017438318,0.132090487461356,0.219997459193833,5,0.34045017438318
"89","NLA12_OH-137",7637,19386214,"8/2/2012","NAP",41.05566632,-81.54576139,34.55700602,41,0,0,0,0.01,845,5.14,NA,12.5,36.25714286,0.725,"152012054",12639,2012,"Headwater",12.5,0.123093437497254,0.0559492734638076,0.453722189362949,0.245093402248875,0.0262607896706695,0.0958830641927912,0,3,0.453722189362949
"90","NLA17_IA-10006",2010653,14619412,"8/1/2017","TPL",43.48249,-95.19145,51.59235,69.7925,0,NA,0,0.039,1225,6.9,NA,1.3,27.92,1.3,NA,126411,2017,"Drainage",1.5,0.256518495124862,0,0.394479803033965,0.0086844152936611,0.334890430556678,0,0.00544446310057792,3,0.394479803033965
"91","NLA17_MI-10118",2011048,12131946,"6/27/2017","UMW",43.69741,-85.35703,4.071797,26.285,0,NA,0,0.011,706,9.37,NA,8,4.98,1.7,NA,126660,2017,"Isolated",NA,0,0.172196844194805,0.166685885325092,0,0.548998458187822,0.112136699003011,0,5,0.548998458187822
"92","NLA17_MN-HP003",2010472,1775870,"7/11/2017","UMW",46.83218,-92.6949,25.79552,14.845,0,NA,0,0.008,399,6.42,NA,23.8,2.39,4.45,NA,126759,2017,"Headwater",23.4483833312988,0,0,0.26528944740522,0.0646792903289591,0.364650389341305,0.186157389078701,0.119223334401533,5,0.364650389341305
"93","NLA17_MA-10001",2010564,5877795,"7/24/2017","CPL",41.76019,-70.65755,15.24574,11.26125,0,NA,0,0.008,220,2.54,NA,3.3,6.3,1.45,NA,126901,2017,"Drainage",4.9,0.1325544777706,0.44471786339043,0,0,0.307129393551486,0.115631170047748,0,2,0.44471786339043
"94","NLA17_MI-10009",2011026,12953712,"6/14/2017","UMW",44.43035,-83.92045,105.5829,9.775,0.0787,NA,0,0.022,578,8.97,NA,15.8,1.81,5.4,NA,1278,2017,"Drainage",15.2392563242914,0.168025237693554,0.00367736527705898,0.009559800301093,0,0.689696800408329,0.0857182103884275,0.0433262243584113,5,0.689696800408329
"95","NLA12_PA-117",7595,2587231,"8/1/2012","SAP",40.92316393,-75.16195457,1.628948681,52,0.04,0.016,NA,0.02,780,5.05,NA,1.4,52.69,1.15,"26059608",127844,2012,"Isolated",1.4,0.0799260834581966,0.0774274406389238,0.126531565082885,0.297015185656453,0.163123808503192,0.255976154918675,0,4,0.297015185656453
"96","NLA17_MA-10004",2010625,9343025,"7/28/2017","NAP",42.64691,-72.2185,138.4086,20.20875,2e-04,NA,0,0.009,308,6.55,NA,12.6,8.27,1.85,NA,127944,2017,"DrainageLk",7,0.298300724219193,0.155103100979428,0,0,0.233182833873449,0.313432499523578,0,6,0.313432499523578
"97","NLA12_WI-122",1000222,13634415,"9/20/2012","UMW",43.17776764,-90.67162718,4.039632503,31,NA,0.019,NA,0.015,580,6,6.4,1.8,6.12,NA,"141290981",128275,2012,"Isolated",1.8,0.208415427905194,0,0,0.122183263126509,0.669484314923616,0,0,5,0.669484314923616
"98","NLA17_NY-10003",2010725,22295338,"8/13/2017","NAP",43.24237,-74.49102,4.458109,6.71875,0,NA,0,0.008,244,2.99,NA,4.2,2.37,4.2,NA,128914,2017,"Headwater",8,0,0.181714485120399,0.119066400599139,0.027883106180465,0,0.671343624042348,0,6,0.671343624042348
"99","NLA12_VT-115",1000141,4571893,"8/13/2012","NAP",44.42819135,-72.23012775,6.356745175,31,0.006,0.007,0.001,0.0099,429,8.61,NA,9.3,0.328,2,"{A290009F-E1FA-40B9-AA4F-CE6BBA538AC6}",128970,2012,"Headwater",9.3,0,0,0.097831120582397,0.192567181562344,0.28438603374578,0.367886894978224,0.0573346425545028,6,0.367886894978224
"100","NLA12_ME-126",7774,2675624,"8/7/2012","NAP",44.87076276,-67.58003846,11.03774624,5,0.05,0.01,NA,0.01,300,4.4,NA,4.8,1.652,NA,"151715781",128989,2012,"Headwater",4.8,0,0.269437548803016,0.0384560279241248,0.132748896046031,0.0533702834572523,0.505988921679394,0,6,0.505988921679394
"101","NLA12_WI-134",7808,13296380,"8/9/2012","TPL",42.94678195,-89.4096945,11.64191623,1730,NA,0.019,NA,0.047,10300,25,27,1.7,582,0.105,"143250083",12908,2012,"Isolated",1.7,0.304532611111681,0,0.269588129694336,0.102809095722999,0.263669486447708,0.05941356193591,0,1,0.304532611111681
"102","NLA17_MN-10192",2010786,2350924,"8/22/2017","TPL",45.01082,-94.95729,42.78567,269.23125,0.4767,NA,0.005,0.894,2983,9.63,NA,1,46.8,0.35,NA,129512,2017,"DrainageLk",NA,0.356968166417033,0,0.435842004830402,0,0.207212255544996,0,0,3,0.435842004830402
"103","NLA12_NY-0112",8597,8118661,"9/14/2012","NAP",42.32527988,-77.17720022,4.094913633,33,0.002,0.002,0,0.0052,486,6,NA,3.8,5.137777778,1.95,"48525322",129908,2012,"Drainage",3.8,0.394467866548618,0,0.188972099258155,0.0782559172124115,0.0106540389349217,0.292951065938679,0.0347020907808612,1,0.394467866548618
"104","NLA12_MO-107",6517,7468786,"6/7/2012","CPL",36.59005203,-89.26963116,30.83716089,200,0,0,0,0.0079,985,4.6,NA,2.5,65.2,0.35,"141196670",13008,2012,"Isolated",2.3,0.11074225156688,0,0,0.542955669067825,0.346348283457198,0,0,4,0.542955669067825
"105","NLA12_MN-137",6574,7026023,"6/13/2012","TPL",47.11718744,-96.01183873,15.27083539,272,0,0,0,0.026,4638,21.33,NA,1.3,107.2,0.25,"121840587",130234,2012,"Drainage",1,0,0.00242228145170164,0.617506037299282,0.0341287608749477,0.34594932749524,0,0,3,0.617506037299282
"106","NLA12_MI-126",1000157,12951914,"8/16/2012","UMW",44.88662282,-84.39873637,19.90411384,39,0.003,0.003,0,0.017,669,7.3,NA,8.5,4.106666667,4.1,"83975883",130800,2012,"DrainageLk",8.5,0.0921074616567475,0.0710746408883717,0,0,0.612398511030668,0.130248333194576,0.0941857035404412,5,0.612398511030668
"107","NLA17_NJ-10006",2010964,120053206,"9/26/2017","SAP",41.03964,-74.99616,9.501911,3.57875,0,NA,0,0.007,201,2.53,NA,3.8,1.6,3.8,NA,130985,2017,"Drainage",NA,0.290661661396361,0.0614493692582872,0,0.0193945311291557,0.0715565334956699,0.556934442688482,0,6,0.556934442688482
"108","NLA17_IN-10161",2011323,13430545,"8/14/2017","UMW",41.62674,-86.76266,10.02074,11.3475,0,NA,0,0.011,451,4.79,NA,14.4,3.25,3.45,NA,131406,2017,"DrainageLk",NA,0.275528010029714,0.12770634301133,0.0612422960376794,0.010924252818914,0.308738035655807,0.135418309575309,0.080431214238477,5,0.308738035655807
"109","NLA12_WI-112",1000108,6842791,"7/19/2012","UMW",45.62088904,-88.07300702,12.3174475,14,NA,0.019,NA,0.017,910,9.3,9.5,3,6.3,2.75,"75475147",131916,2012,"Isolated",3.6,0.124764550542196,0.0793097469398479,0.174818161775934,0,0.505992971230727,0.106203868252756,0.00891280275941455,5,0.505992971230727
"110","NLA12_NY-R06",7421,22306991,"7/25/2012","NAP",43.32606664,-73.81278904,1.819344776,23,0,0,0,0.01,340,4.97,NA,NA,NA,1.975,"89366323",132074,2012,"Headwater",3,0.0347420877639264,0.111122362355164,0.153476396601773,0.017302690997816,0,0.683355272935091,0,6,0.683355272935091
"111","NLA17_ME-10014",2011331,5204524,"8/16/2017","NAP",43.97281299,-69.49571716,5.993626799,16.99125,0,NA,0,0.01,426,8.68,NA,3.1,7.93,3.1,NA,132172,2017,"DrainageLk",NA,0.196508728799626,0.239412251756111,0,0.111209447146703,0.296640636691635,0.15625380249226,0,5,0.296640636691635
"112","NLA17_MO-10008",2010313,5161349,"6/21/2017","TPL",38.62966,-92.60392,2.482681,103.61375,0,NA,0,0.016,1366,7.55,NA,3.8,207.12,0.61,NA,132218,2017,"Isolated",3.3,0.532955858542008,0,0.130348314413831,0.336734322644972,0,0,0,1,0.532955858542008
"113","NLA12_WI-115",8194,13393817,"8/20/2012","UMW",45.89865584,-89.6943733,5.274373395,32,NA,0.019,NA,0.015,870,15,19,5,19.6,0.85,"70332479",132495,2012,"Isolated",5,0,0.108681532354403,0.297165596900991,0,0.469351789641933,0.124833904329747,0,5,0.469351789641933
"114","NLA12_WI-138",1000180,13131943,"8/27/2012","UMW",45.19365958,-90.44187712,12.47640751,17,NA,0.019,NA,0.015,530,7,7.7,7.5,10.7,2.9,"74715285",132536,2012,"Isolated",7.5,0,0.0899728636751426,0.462207709673798,0.126993730869783,0.171670381301872,0.149163406101349,0,3,0.462207709673798
"115","NLA12_MN-132",6526,4972235,"6/11/2012","UMW",45.52853972,-94.53488217,45.88686424,38,0.09,0.09,0,0.046,976,10.77,NA,12,5.245714286,3.35,"120019853",132608,2012,"DrainageLk",12.1914052963257,0.227638232553531,0.0193200861724819,0.231539109184145,0,0.479854689980397,0.0241949617924275,0.0174527702803763,5,0.479854689980397
"116","NLA12_IN-160",7442,18485966,"7/25/2012","UMW",41.32176444,-85.76856768,12.12058285,17,0.003,0.003,0,0.019,803,8.05,NA,6.4,6.056,2.2,"155351285",132684,2012,"Drainage",7,0.183758115466456,0.20931190527324,0.21443262095359,0,0.352914652787922,0.0395799060250058,0,5,0.352914652787922
"117","NLA17_NY-10002",2010882,166766898,"9/8/2017","NAP",44.04119,-74.36166,1683.027,8.825,0.0151,NA,0,0.014,250,5.59,NA,10.1,2.66,2.85,NA,132776,2017,"DrainageLk",13.7,0.167713716065192,0.0447076304194659,0,0,0.234119413151799,0.491575071012633,0.0618852968859366,6,0.491575071012633
"118","NLA17_NY-10004",2010883,9523349,"9/7/2017","NAP",44.37966,-74.36546,15.71472,9.8875,0,NA,0,0.009,255,3.97,NA,6,4.53,3.35,NA,132780,2017,"Headwater",9,0,0.16415286219976,0.205355664641409,0,0.0232636658437284,0.607249248023948,0,6,0.607249248023948
"119","NLA17_NJ-10002",2010403,6248768,"7/5/2017","NAP",40.92625,-74.53537,65.32853,36.11375,0,NA,0,0.015,728,6.47,NA,2,16.32,1.35,NA,13302,2017,"DrainageLk",2.5,0.159834428750772,0.0435078756001391,0,0.181454801572952,0.23961219008212,0.37559516067632,0,6,0.37559516067632
"120","NLA12_PA-109",6833,2601509,"6/26/2012","NAP",41.34409259,-76.28316084,102.1447463,10,0.04,0.016,NA,0.08,270,3.83,NA,3.1,11.19,NA,"65646865",133031,2012,"DrainageLk",3.1,0.10923467525666,0.0357720014865563,0,0.27935483105482,0.0929901290425981,0.2692827971341,0.213363431148133,4,0.27935483105482
"121","NLA17_MN-10010",2010422,1099282,"7/10/2017","UMW",45.07151,-93.12346,63.74591,9.82875,0,NA,0,0.01,716,6.93,NA,9.7,8.19,2.45,NA,1335,2017,"Isolated",9.14355373382568,0.137785645467607,0.106130962542928,0.385168063296763,0,0.370915636255615,0,0,3,0.385168063296763
"122","NLA12_MI-106",1000156,13054946,"8/16/2012","UMW",45.17151443,-84.98252331,184.4345589,36,0.002,0.002,0,0.0075,511,6.34,NA,6,3.466666667,3.075,"155417344",1338,2012,"Drainage",6.09570252971655,0,0.0269379204391836,0.09796595574902,0,0.510168246427641,0.320861464356653,0.0440747940208064,5,0.510168246427641
"123","NLA12_WI-142",1000217,13117454,"9/25/2012","UMW",46.25160505,-90.36722351,3.457499315,36,NA,0.019,NA,0.031,1180,33,36,4.1,14.7,0.45,"73028813",134064,2012,"Headwater",4.1,0.148537364920519,0,0.196675307407912,0,0.517800257638679,0.136995612797911,0,5,0.517800257638679
"124","NLA12_MN-141",7403,6658607,"7/24/2012","UMW",46.39269586,-95.90356295,43.44862827,41,0.002,0.002,0,0.017,531,6.13,NA,5.6,4.384,3.7,"86280801",134430,2012,"DrainageLk",5,0,0,0.447950008778483,0,0.550348484918879,0.00170624930192472,0,5,0.550348484918879
"125","NLA17_MI-10087",2011000,13173049,"6/8/2017","UMW",42.60472,-83.75838,11.67944,8.235,6e-04,NA,0,0.018,628,5.71,NA,9.7,1.99,5.4,NA,134926,2017,"Isolated",NA,0,0.0115457722070627,0.185856826830978,0.082361026603378,0.71263494712162,0.0076210098403895,0,5,0.71263494712162
"126","NLA17_PA-10008",2010673,4194970,"8/3/2017","NAP",41.63079,-75.5482,54.95462,6.41125,0,NA,0,0.016,334,3.57,NA,8.4,1.93,4.8,NA,135108,2017,"Headwater",8.4,0.0258941280218421,0.00952877341982896,0.289758012049417,0.289193032200289,0.136493534873223,0.249130611795623,0,3,0.289758012049417
"127","NLA17_MN-10022",2011416,2262633,"8/31/2017","UMW",46.05283,-92.47217,19.57985,13.4,0,NA,0,0.01,384,10.38,NA,17.8,3.14,4.15,NA,1352,2017,"Isolated",20.7,0,0.153067115961076,0.227030002302743,0,0.549167314842901,0.0707644095820765,0,5,0.549167314842901
"128","NLA17_MO-HP008",2010289,731983,"6/20/2017","SAP",37.41840749,-90.61783131,38.73707,13.47625,0,NA,0,0.005,315,3.56,NA,5.6,5.35,1.95,NA,135452,2017,"Drainage",14.2,0.610568828106631,0,0,0.14942287026216,0,0.240043190883135,0,1,0.610568828106631
"129","NLA17_IN-10171",2011329,13435551,"8/15/2017","TPL",41.34494,-87.41204,11.79469,244.5375,0,NA,0,0.02,2728,9.36,NA,1.6,174.4,0.35,NA,135533,2017,"DrainageLk",NA,0.508659024169015,0,0,0.180102496591075,0.169948059239286,0.0210929439406812,0.120193385603978,1,0.508659024169015
"130","NLA17_IN-10122",2011438,10282248,"9/7/2017","TPL",39.57109,-87.09138,4.910252,97.70125,0,NA,0,0.008,795,6.15,NA,4.6,36.27,0.95,NA,135834,2017,"Drainage",NA,0.592949030854141,0,0.0624558758433413,0.290912460627574,0,0.053704884711832,0,1,0.592949030854141
"131","NLA17_MN-10008",2010752,4796858,"8/15/2017","UMW",47.66784,-90.9889,42.06112,20.50375,0.0023,NA,0,0.023,760,8.43,NA,1.8,9.1,1.25,NA,136070,2017,"Headwater",1.6,0,0.010298324702878,0.261374705382845,0.0777896432534241,0.310534302195721,0.240364960462206,0.0996426242010875,5,0.310534302195721
"132","NLA17_MA-10017",2010606,135912095,"7/27/2017","NAP",42.71482,-71.09953,1.696016,280.43875,1e-04,NA,0,0.522,1778,11.32,NA,2,26.17,0.95,NA,136239,2017,"Drainage",NA,0.384632188164038,0.132189230337231,0,0,0.249968557391155,0.23323190105523,0,1,0.384632188164038
"133","NLA17_MO-HP006",2010316,7545539,"6/21/2017","SAP",36.63579622,-91.05109728,17.68375,6.4275,0,NA,0,0.017,179,1.97,NA,5.2,2.24,4.7,NA,136303,2017,"Drainage",18.5,0.619959749323443,0,0,0.104123785584585,0,0.275931063051112,0,1,0.619959749323443
"134","NLA17_WI-10110",2011082,13296410,"7/6/2017","TPL",42.89272,-89.36916,2.16245,286,NA,NA,NA,NA,759,13.2,NA,1.4,1250,1,NA,136536,2017,"Isolated",NA,0.450214625385635,0,0.28308837096706,0,0.17739186740097,0.0827095279031135,0.00660018490987934,1,0.450214625385635
"135","NLA17_NY-10005",2010838,22303785,"8/29/2017","NAP",43.85045,-73.63472,3.061326,9.05,0,NA,0,0.008,224,4.61,NA,7.1,3.65,2.25,NA,137155,2017,"Isolated",6,0,0.0853413635015091,0.213804443557325,0,0,0.700860582135854,0,6,0.700860582135854
"136","NLA17_OH-10002",2010448,15603972,"7/12/2017","TPL",41.08846,-82.72902,80.71894,85.02125,0.3832,NA,0.005,0.07,1621,6.26,NA,5.6,49.12,0.75,NA,138003,2017,"DrainageLk",4.4,0.609895679962139,0,0.186610380094743,0.159830207503945,0,0.0436687539981907,0,1,0.609895679962139
"137","NLA17_MI-10001",2010987,9002369,"6/5/2017","UMW",43.21885,-85.46762,20.59036,15.41,0,NA,0,0.019,631,6.04,NA,6.5,3.97,3.375,NA,138088,2017,"Isolated",7.3,0,0.24867410851413,0.31697207191936,0,0.311125783675513,0.123242796506585,0,3,0.31697207191936
"138","NLA12_MN-136",8135,4980366,"8/21/2012","UMW",45.86625548,-95.29576378,3.398836968,82,0,0,0,0.0097,904,7.99,NA,1.7,13.44,1.3,"45379108",139861,2012,"Isolated",1.5,0.0487984043629807,0,0.469694129620953,0,0.435894556425224,0.0456190315101032,0,3,0.469694129620953
"139","NLA17_PA-10015",2010415,8088389,"7/6/2017","NAP",41.89979,-75.65488,5.170156,45.18625,0,NA,0,0.016,690,5.81,NA,1.5,13.6,1.5,NA,140218,2017,"Headwater",NA,0.148655113254912,0,0.197151969339363,0.159841542539855,0,0.461484273294831,0.0328669027324508,6,0.461484273294831
"140","NLA17_IA-10004",2010371,14619438,"6/28/2017","TPL",43.46132,-95.17251,20.67339,178.1825,3e-04,NA,0,0.014,1336,6.32,NA,2.2,25.28,0.55,NA,140494,2017,"Isolated",1.7,0,0,0.547737661040008,0.100009659541325,0.272349534080934,0.0374725541237955,0.0424369529536539,3,0.547737661040008
"141","NLA17_MN-10191",2011428,6654591,"9/6/2017","UMW",46.93452,-95.59822,60.72837,54.91465,0.0018,NA,0,0.014,1109,9.36,NA,3.4,15.36,1.65,NA,140566,2017,"Headwater",2,0,0,0.415532080569523,0,0.502183398609078,0.0823076397658538,0,5,0.502183398609078
"142","NLA17_MI-HP001",2010286,12144388,"6/20/2017","UMW",42.61994,-85.458218,14.83602,12.2,0,NA,0,0.007,365,4.7,NA,10.7,5.73,2.3,NA,1406,2017,"Drainage",10.668,0.313312819463322,0.0346222736160003,0,0,0.462295538119898,0.184839141776236,0.00493506082538005,5,0.462295538119898
"143","NLA12_MN-147",7052,2262729,"7/10/2012","UMW",46.01981243,-92.58812118,17.3831634,45,0.002,0.002,0,0.013,744,7.33,NA,4.4,10.22857143,2.875,"69545973",140777,2012,"Isolated",4,0,0.0780089373554499,0.359623667344984,0.0636387438825053,0.383180897134265,0.115554901090879,0,5,0.383180897134265
"144","NLA17_MN-10011",2010696,6658571,"8/8/2017","UMW",46.41943,-95.84002,34.54004,16.12875,0,NA,0,0.011,585,4.89,NA,10.4,3.17,3.45,NA,1411,2017,"Isolated",10.4,0,0.0855612707122764,0.506379791579121,0,0.346458895738367,0.0616337540907658,0,3,0.506379791579121
"145","NLA17_MI-10117",2011143,11936727,"7/18/2017","UMW",47.47517,-88.00176,3.820717,20.0225,0,NA,0,0.006,593,8.44,NA,1.7,3.56,1.7,NA,141157,2017,"Isolated",NA,0,0.138064409895567,0.152370615917456,0,0.194449504018659,0.500540781690049,0.0145961289088225,6,0.500540781690049
"146","NLA12_MO-119",6614,2332487,"6/14/2012","TPL",38.43441184,-93.877775,8.855996022,27,0,0,0,0.0071,326,3.86,NA,3.5,4.336,0.91,"107429897",14159,2012,"Headwater",3.5,0.378312726641016,0,0.0789974361875096,0.399575262945095,0.143143478526117,0,0,4,0.399575262945095
"147","NLA17_DE-10005",2010252,8076098,"6/14/2017","CPL",38.86695,-75.38016,14.22161,20.89,2.5635,NA,0.02,0.021,2920,3.31,NA,1.5,1.15,1.3,NA,141821,2017,"DrainageLk",1.4,0.298075625737229,0.335937122073556,0,0,0.361891334272206,0.00413266627836523,0,5,0.361891334272206
"148","NLA17_NJ-10005",2010933,4489532,"9/20/2017","CPL",39.84948,-74.78729,28.69745,13.79625,0.2624,NA,0.001,0.037,491,4.21,NA,2,3.51,2,NA,1420,2017,"Drainage",4,0.293124066862225,0.358896867277049,0,0,0.282978796669227,0.0650378998991051,0,2,0.358896867277049
"149","NLA12_DE-102",6838,8075982,"6/27/2012","CPL",38.98857897,-75.52117937,23.04867436,227,0.002,0.002,0,0.013,1495,5.5,NA,1.3,78,0.325,"88070598",142330,2012,"DrainageLk",1.3,0.333267116203585,0.305039810211561,0,0.0393096576935858,0.320797519732223,0.00159879870424196,0,1,0.333267116203585
"150","NLA12_MD-118",7527,4764494,"7/30/2012","CPL",39.24393515,-75.8567384,21.09182722,50,5.6,5.651,0.053,0.018,5800,2.03,NA,0.9,3.686153846,NA,"112211296",142483,2012,"Drainage",0.9,0.518495244169177,0.0639569322112747,0,0.0921372448336302,0.325441643547558,0,0,1,0.518495244169177
"151","NLA17_DE-10006",2010427,120883902,"7/10/2017","CPL",39.04532,-75.71528,1.160279,113.645,0.3949,NA,0.006,0.016,1631,7.3,NA,3.8,90.4,0.545,NA,142874,2017,"Isolated",NA,0,0.142638749933993,0,0.360283348501364,0.497124174047793,0,0,5,0.497124174047793
"152","NLA17_MD-10015",2011221,11908860,"7/27/2017","CPL",38.48058,-76.64456,6.484584,20.0825,6e-04,NA,0,0.007,329,6.7,NA,2.1,5.46,0.85,NA,142896,2017,"Isolated",NA,0.18850606475743,0.244797959312396,0.097545173669175,0.314280634887674,0.0939472441718156,0.0530885771126383,0.00782979255129066,4,0.314280634887674
"153","NLA17_MD-10038",2011237,120884257,"7/31/2017","CPL",38.72347,-76.09442,4.229222,436.71125,8e-04,NA,0,0.018,1786,8.41,NA,1.3,54.08,0.25,NA,142941,2017,"Isolated",NA,0.208342218706574,0.132109477930041,0,0.353780994436978,0.235888392110245,1.77054887969868e-05,0.0698659058977968,4,0.353780994436978
"154","NLA17_MD-10026",2010641,125914857,"8/1/2017","SAP",39.40526,-76.98918,113.8823,9.41125,0.38,NA,0.007,0.014,729,2.4,NA,8.7,3.7,4.05,NA,142983,2017,"Drainage",10.9728,0.44691151123288,0,0,0.195204237404125,0.202378313001026,0.1476427207949,0.00786069825918541,1,0.44691151123288
"155","NLA12_MD-102",6777,11905358,"6/25/2012","SAP",39.2161943,-76.85372655,12.71046189,81,0.02,0.024,0.004,0.034,890,4.25,NA,1.2,42.56,0.45,"81707669",143080,2012,"DrainageLk",1.2,0.682652669245856,0.142860198172263,0,0,0.120592918249286,0.0539065253084979,0,1,0.682652669245856
"156","NLA12_WV-113",6806,8423640,"6/26/2012","SAP",38.49141175,-79.31478115,3.785692229,26,0.002,0.002,0,0.0092,193,2.4,NA,3.6,8.48,1.25,"42435929",143169,2012,"Drainage",3.6,0.519773180506163,0,0,0,0,0.409406697820157,0.0708642329241803,1,0.519773180506163
"157","NLA17_VA-HP001",2010983,5908861,"6/5/2017","SAP",38.328785,-79.227717,20.08454,5.21375,0.1547,NA,0.001,0.009,248,2.23,NA,8,1.6,2.95,NA,143328,2017,"Drainage",7,0.514050429089171,0,0,0,0,0.437454064806947,0.0485274898772982,1,0.514050429089171
"158","NLA17_MD-10003",2010246,22337203,"6/12/2017","SAP",39.12696,-77.13091,77.27868,36.025,1.0302,NA,0.009,0.016,1621,3.53,NA,3,16.32,1.15,NA,143422,2017,"Drainage",12.192,0.577927507641856,0.100382322139387,0,0.0878965363736447,0.167772084572591,0.0660275927686356,0,1,0.577927507641856
"159","NLA12_MD-108",7558,22337203,"7/31/2012","SAP",39.13192095,-77.1313764,77.27868199,42,0.002,0.002,0,0.0064,570,3.78,NA,2.5,26,0.75,"46558485",143423,2012,"Drainage",2.5,0.721082603862443,0.0840846513762972,0,0,0.164482009592266,0.0303706136873428,0,1,0.721082603862443
"160","NLA17_VA-10010",2011053,4528811,"6/27/2017","SAP",38.61321,-77.35178,39.68938,16.07,0,NA,0,0.013,613,5.89,NA,9,13.52,1.025,NA,143451,2017,"Drainage",12,0.559086731594987,0.237778615002376,0,0.106341036799411,0.0773563661904414,0.016088702933147,0.0033494478695444,1,0.559086731594987
"161","NLA17_IN-10005",2011034,12265302,"6/22/2017","TPL",41.40065,-85.37023,47.00753,74.015,1.5228,NA,0.001,0.039,3631,13.15,NA,9.8,92.6,0.45,NA,1437,2017,"Drainage",9.8,0.545025029422321,0,0.0540646361384319,0.019405791975463,0.338478022755993,0,0.0430319274084939,1,0.545025029422321
